CN,PLT_CN,VVT_CN,VSB_CN,VPS_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,VEG_FLDSPCD,UNIQUE_SP_NBR,VEG_SPCD,SP_CANOPY_COVER_TOTAL,SP_CANOPY_COVER_LAYER_1_2,SP_CANOPY_COVER_LAYER_3,SP_CANOPY_COVER_LAYER_4,QUAD_1_PRESENCE,QUAD_2_PRESENCE,QUAD_3_PRESENCE,DUMMY_SUBP_COVER_PRE2004,MAX_COVER_LAYER_NBR_PRE2004,CREATED_DATE,MODIFIED_DATE
313424640489998,249604496010854,250126686010854,250126791010854,250127162010854,2008,72,97,167,2,CODO,1,CODO,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424642489998,249604496010854,250126686010854,250126791010854,250127145010854,2008,72,97,167,2,COMI,1,COMI,10.0,10.0,7.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424657489998,249604496010854,250126686010854,250126791010854,250127156010854,2008,72,97,167,2,OPMO2,1,COMO8,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424644489998,249604496010854,250126686010854,250126791010854,250127154010854,2008,72,97,167,2,CRDI8,1,CRDI8,5.0,5.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424646489998,249604496010854,250126686010854,250126791010854,250127144010854,2008,72,97,167,2,CRLU2,1,CRLU2,20.0,20.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424649489998,249604496010854,250126686010854,250126791010854,250127160010854,2008,72,97,167,2,EUPE8,1,EUPE8,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:34,
313424650489998,249604496010854,250126686010854,250126791010854,250127166010854,2008,72,97,167,2,HAPO2,1,HAPO2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424652489998,249604496010854,250126686010854,250126791010854,250127159010854,2008,72,97,167,2,IPOMO,1,IPOMO,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424654489998,249604496010854,250126686010854,250126791010854,250127165010854,2008,72,97,167,2,METO3,1,METO3,1.0,1.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424655489998,249604496010854,250126686010854,250126791010854,250127158010854,2008,72,97,167,2,MYFR,1,MYFR,0.01,0.01,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424659489998,249604496010854,250126686010854,250126791010854,250127155010854,2008,72,97,167,2,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424661489998,249604496010854,250126686010854,250126791010854,250127149010854,2008,72,97,167,2,PHEP,1,PHEP,3.0,3.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424663489998,249604496010854,250126686010854,250126791010854,250127148010854,2008,72,97,167,2,PLOB2,1,PLOB2,1.0,1.0,1.0,0.0,0,1,1,,,2015-03-20 16:01:34,
313424665489998,249604496010854,250126686010854,250126791010854,250127164010854,2008,72,97,167,2,PSMO3,1,PSMO3,0.01,0.01,0.01,0.0,0,0,1,,,2015-03-20 16:01:34,
313424667489998,249604496010854,250126686010854,250126791010854,250127146010854,2008,72,97,167,2,REUN,1,REUN,7.0,5.0,5.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424669489998,249604496010854,250126686010854,250126791010854,250127151010854,2008,72,97,167,2,SEUT2,1,SEUT2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424671489998,249604496010854,250126686010854,250126791010854,250127147010854,2008,72,97,167,2,TAHE,1,TAHE,2.0,2.0,2.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424673489998,249604496010854,250126686010854,250126791010854,250127152010854,2008,72,97,167,2,TIRE,1,TIRE,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424675489998,249604496010854,250126686010854,250126791010854,250127157010854,2008,72,97,167,2,TIUT,1,TIUT,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424631489998,249604496010854,250126686010854,250126793010854,250127161010854,2008,72,97,167,4,2FORB,1,2FORB,0.01,0.01,0.0,0.0,0,1,1,,,2015-03-20 16:01:34,
313424633489998,249604496010854,250126686010854,250126793010854,250127169010854,2008,72,97,167,4,2SHRUB,1,2SHRUB,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424635489998,249604496010854,250126686010854,250126793010854,250127150010854,2008,72,97,167,4,ANAC4,1,ANAC4,1.0,1.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424637489998,249604496010854,250126686010854,250126793010854,250127153010854,2008,72,97,167,4,BUSI,1,BUSI,0.01,0.0,0.0,0.01,0,0,0,,,2015-03-20 16:01:34,
313424639489998,249604496010854,250126686010854,250126793010854,250127163010854,2008,72,97,167,4,CHNI2,1,CHNI2,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424641489998,249604496010854,250126686010854,250126793010854,250127162010854,2008,72,97,167,4,CODO,1,CODO,1.0,1.0,0.01,0.0,1,0,0,,,2015-03-20 16:01:34,
313424643489998,249604496010854,250126686010854,250126793010854,250127145010854,2008,72,97,167,4,COMI,1,COMI,7.0,7.0,0.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424658489998,249604496010854,250126686010854,250126793010854,250127156010854,2008,72,97,167,4,OPMO2,1,COMO8,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424645489998,249604496010854,250126686010854,250126793010854,250127154010854,2008,72,97,167,4,CRDI8,1,CRDI8,10.0,10.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424647489998,249604496010854,250126686010854,250126793010854,250127144010854,2008,72,97,167,4,CRLU2,1,CRLU2,5.0,5.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424648489998,249604496010854,250126686010854,250126793010854,250127168010854,2008,72,97,167,4,CRRH,1,CRRH,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424651489998,249604496010854,250126686010854,250126793010854,250127166010854,2008,72,97,167,4,HAPO2,1,HAPO2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424653489998,249604496010854,250126686010854,250126793010854,250127159010854,2008,72,97,167,4,IPOMO,1,IPOMO,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424656489998,249604496010854,250126686010854,250126793010854,250127158010854,2008,72,97,167,4,MYFR,1,MYFR,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424660489998,249604496010854,250126686010854,250126793010854,250127155010854,2008,72,97,167,4,OPRE2,1,OPRE2,1.0,1.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424662489998,249604496010854,250126686010854,250126793010854,250127149010854,2008,72,97,167,4,PHEP,1,PHEP,4.0,4.0,0.0,0.0,1,1,0,,,2015-03-20 16:01:34,
313424664489998,249604496010854,250126686010854,250126793010854,250127148010854,2008,72,97,167,4,PLOB2,1,PLOB2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424666489998,249604496010854,250126686010854,250126793010854,250127164010854,2008,72,97,167,4,PSMO3,1,PSMO3,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424668489998,249604496010854,250126686010854,250126793010854,250127146010854,2008,72,97,167,4,REUN,1,REUN,3.0,3.0,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424670489998,249604496010854,250126686010854,250126793010854,250127151010854,2008,72,97,167,4,SEUT2,1,SEUT2,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424672489998,249604496010854,250126686010854,250126793010854,250127147010854,2008,72,97,167,4,TAHE,1,TAHE,5.0,2.0,5.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424674489998,249604496010854,250126686010854,250126793010854,250127152010854,2008,72,97,167,4,TIRE,1,TIRE,0.01,0.01,0.01,0.0,1,1,0,,,2015-03-20 16:01:34,
313424676489998,249604496010854,250126686010854,250126793010854,250127157010854,2008,72,97,167,4,TIUT,1,TIUT,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424677489998,249604496010854,250126686010854,250126793010854,250127167010854,2008,72,97,167,4,ZITA,1,ZITA,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424244489998,249604487010854,250126678010854,250126759010854,250126915010854,2008,72,97,179,2,ANAC4,1,ANAC4,6.0,5.0,4.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424247489998,249604487010854,250126678010854,250126759010854,250126912010854,2008,72,97,179,2,BUSI,1,BUSI,13.0,0.01,13.0,0.01,0,0,0,,,2015-03-20 16:01:33,
313424249489998,249604487010854,250126678010854,250126759010854,250126905010854,2008,72,97,179,2,CEVI2,1,CEVI2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424251489998,249604487010854,250126678010854,250126759010854,250126901010854,2008,72,97,179,2,CHLI5,1,CHLI5,10.0,10.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424254489998,249604487010854,250126678010854,250126759010854,250126955010854,2008,72,97,179,2,CODO,1,CODO,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424257489998,249604487010854,250126678010854,250126759010854,250126899010854,2008,72,97,179,2,COMI,1,COMI,7.0,4.0,6.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424259489998,249604487010854,250126678010854,250126759010854,250126898010854,2008,72,97,179,2,CRLU2,1,CRLU2,45.0,45.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424261489998,249604487010854,250126678010854,250126759010854,250126907010854,2008,72,97,179,2,DOHA2,1,DOHA2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424263489998,249604487010854,250126678010854,250126759010854,250126952010854,2008,72,97,179,2,EUFO3,1,EUFO3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424265489998,249604487010854,250126678010854,250126759010854,250126910010854,2008,72,97,179,2,EUPE8,1,EUPE8,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424267489998,249604487010854,250126678010854,250126759010854,250126949010854,2008,72,97,179,2,EXCA,1,EXCA,1.0,1.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424268489998,249604487010854,250126678010854,250126759010854,250126902010854,2008,72,97,179,2,FUTU,1,FUTU,40.0,40.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424270489998,249604487010854,250126678010854,250126759010854,250126913010854,2008,72,97,179,2,GADU2,1,GADU2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424272489998,249604487010854,250126678010854,250126759010854,250126951010854,2008,72,97,179,2,GUPU,1,GUPU,6.0,0.01,6.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424274489998,249604487010854,250126678010854,250126759010854,250126953010854,2008,72,97,179,2,IPOMO,1,IPOMO,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424275489998,249604487010854,250126678010854,250126759010854,250126948010854,2008,72,97,179,2,MYFR,1,MYFR,3.0,1.0,2.0,2.0,0,0,0,,,2015-03-20 16:01:33,
313424277489998,249604487010854,250126678010854,250126759010854,250126950010854,2008,72,97,179,2,OPRE2,1,OPRE2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424280489998,249604487010854,250126678010854,250126759010854,250126903010854,2008,72,97,179,2,PHEP,1,PHEP,4.0,4.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424282489998,249604487010854,250126678010854,250126759010854,250126914010854,2008,72,97,179,2,PLOB2,1,PLOB2,1.0,1.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424284489998,249604487010854,250126678010854,250126759010854,250126908010854,2008,72,97,179,2,PSMO3,1,PSMO3,1.0,1.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424286489998,249604487010854,250126678010854,250126759010854,250126911010854,2008,72,97,179,2,REUN,1,REUN,1.0,1.0,1.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424288489998,249604487010854,250126678010854,250126759010854,250126904010854,2008,72,97,179,2,SEUT2,1,SEUT2,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424290489998,249604487010854,250126678010854,250126759010854,250126909010854,2008,72,97,179,2,STEM3,1,STEM3,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424292489998,249604487010854,250126678010854,250126759010854,250126954010854,2008,72,97,179,2,TABEB,1,TABEB,3.0,2.0,3.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424293489998,249604487010854,250126678010854,250126759010854,250126900010854,2008,72,97,179,2,TAHE,1,TAHE,15.0,8.0,13.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424295489998,249604487010854,250126678010854,250126759010854,250126906010854,2008,72,97,179,2,TIRE,1,TIRE,1.0,1.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424243489998,249604487010854,250126678010854,250126761010854,250126961010854,2008,72,97,179,4,2VH,1,2VH,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424245489998,249604487010854,250126678010854,250126761010854,250126915010854,2008,72,97,179,4,ANAC4,1,ANAC4,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424246489998,249604487010854,250126678010854,250126761010854,250126960010854,2008,72,97,179,4,BOSU2,1,BOSU2,4.0,2.0,4.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424248489998,249604487010854,250126678010854,250126761010854,250126912010854,2008,72,97,179,4,BUSI,1,BUSI,20.0,1.0,20.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424250489998,249604487010854,250126678010854,250126761010854,250126905010854,2008,72,97,179,4,CEVI2,1,CEVI2,1.0,1.0,0.01,0.0,0,0,0,,,2015-03-20 16:01:33,
313424252489998,249604487010854,250126678010854,250126761010854,250126901010854,2008,72,97,179,4,CHLI5,1,CHLI5,10.0,10.0,0.0,0.0,0,1,1,,,2015-03-20 16:01:33,
313424253489998,249604487010854,250126678010854,250126761010854,250126957010854,2008,72,97,179,4,CODI5,1,CODI5,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424255489998,249604487010854,250126678010854,250126761010854,250126955010854,2008,72,97,179,4,CODO,1,CODO,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424256489998,249604487010854,250126678010854,250126761010854,250126959010854,2008,72,97,179,4,COHI3,1,COHI3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424258489998,249604487010854,250126678010854,250126761010854,250126899010854,2008,72,97,179,4,COMI,1,COMI,15.0,13.0,8.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424260489998,249604487010854,250126678010854,250126761010854,250126898010854,2008,72,97,179,4,CRLU2,1,CRLU2,20.0,20.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:33,
313424262489998,249604487010854,250126678010854,250126761010854,250126907010854,2008,72,97,179,4,DOHA2,1,DOHA2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424264489998,249604487010854,250126678010854,250126761010854,250126952010854,2008,72,97,179,4,EUFO3,1,EUFO3,4.0,2.0,3.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424266489998,249604487010854,250126678010854,250126761010854,250126910010854,2008,72,97,179,4,EUPE8,1,EUPE8,5.0,5.0,2.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424269489998,249604487010854,250126678010854,250126761010854,250126902010854,2008,72,97,179,4,FUTU,1,FUTU,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424271489998,249604487010854,250126678010854,250126761010854,250126913010854,2008,72,97,179,4,GADU2,1,GADU2,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424273489998,249604487010854,250126678010854,250126761010854,250126951010854,2008,72,97,179,4,GUPU,1,GUPU,5.0,2.0,4.0,0.01,0,0,0,,,2015-03-20 16:01:33,
313424276489998,249604487010854,250126678010854,250126761010854,250126948010854,2008,72,97,179,4,MYFR,1,MYFR,5.0,4.0,3.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424278489998,249604487010854,250126678010854,250126761010854,250126950010854,2008,72,97,179,4,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,0,1,0,,,2015-03-20 16:01:33,
313424279489998,249604487010854,250126678010854,250126761010854,250126956010854,2008,72,97,179,4,PEHU3,1,PEHU3,0.01,0.01,0.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424281489998,249604487010854,250126678010854,250126761010854,250126903010854,2008,72,97,179,4,PHEP,1,PHEP,4.0,4.0,0.01,0.0,0,0,1,,,2015-03-20 16:01:33,
313424283489998,249604487010854,250126678010854,250126761010854,250126914010854,2008,72,97,179,4,PLOB2,1,PLOB2,5.0,5.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:33,
313424285489998,249604487010854,250126678010854,250126761010854,250126908010854,2008,72,97,179,4,PSMO3,1,PSMO3,4.0,2.0,2.0,0.0,1,0,0,,,2015-03-20 16:01:33,
313424287489998,249604487010854,250126678010854,250126761010854,250126911010854,2008,72,97,179,4,REUN,1,REUN,11.0,8.0,10.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424289489998,249604487010854,250126678010854,250126761010854,250126904010854,2008,72,97,179,4,SEUT2,1,SEUT2,7.0,7.0,0.0,0.0,0,1,1,,,2015-03-20 16:01:33,
313424291489998,249604487010854,250126678010854,250126761010854,250126909010854,2008,72,97,179,4,STEM3,1,STEM3,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424294489998,249604487010854,250126678010854,250126761010854,250126900010854,2008,72,97,179,4,TAHE,1,TAHE,5.0,2.0,5.0,0.0,0,0,1,,,2015-03-20 16:01:33,
313424296489998,249604487010854,250126678010854,250126761010854,250126906010854,2008,72,97,179,4,TIRE,1,TIRE,0.01,0.01,0.01,0.0,1,1,1,,,2015-03-20 16:01:33,
313424297489998,249604487010854,250126678010854,250126761010854,250126958010854,2008,72,97,179,4,TIUT,1,TIUT,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:33,
313424855489998,249604502010854,250126691010854,250126703010854,250127310010854,2008,72,97,185,2,AMEL,1,AMEL,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424856489998,249604502010854,250126691010854,250126703010854,250127242010854,2008,72,97,185,2,ANAC4,1,ANAC4,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424859489998,249604502010854,250126691010854,250126703010854,250127237010854,2008,72,97,185,2,BUSI,1,BUSI,0.01,0.0,0.01,0.01,0,0,0,,,2015-03-20 16:01:34,
313424860489998,249604502010854,250126691010854,250126703010854,250127245010854,2008,72,97,185,2,CHCO8,1,CHCO8,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424861489998,249604502010854,250126691010854,250126703010854,250127234010854,2008,72,97,185,2,CHNI2,1,CHNI2,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424863489998,249604502010854,250126691010854,250126703010854,250127303010854,2008,72,97,185,2,CODO,1,CODO,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424864489998,249604502010854,250126691010854,250126703010854,250127232010854,2008,72,97,185,2,COMI,1,COMI,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424882489998,249604502010854,250126691010854,250126703010854,250127307010854,2008,72,97,185,2,OPMO2,1,COMO8,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424867489998,249604502010854,250126691010854,250126703010854,250127235010854,2008,72,97,185,2,CRLU2,1,CRLU2,40.0,40.0,0.0,0.0,1,1,0,,,2015-03-20 16:01:34,
313424869489998,249604502010854,250126691010854,250126703010854,250127243010854,2008,72,97,185,2,CYNA2,1,CYNA2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424871489998,249604502010854,250126691010854,250126703010854,250127312010854,2008,72,97,185,2,EXCA,1,EXCA,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424873489998,249604502010854,250126691010854,250126703010854,250127233010854,2008,72,97,185,2,FICI,1,FICI,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424874489998,249604502010854,250126691010854,250126703010854,250127305010854,2008,72,97,185,2,GYLA,1,GYLA,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424875489998,249604502010854,250126691010854,250126703010854,250127309010854,2008,72,97,185,2,HAPO2,1,HAPO2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424877489998,249604502010854,250126691010854,250126703010854,250127236010854,2008,72,97,185,2,METO3,1,METO3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424879489998,249604502010854,250126691010854,250126703010854,250127301010854,2008,72,97,185,2,METO4,1,METO4,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424881489998,249604502010854,250126691010854,250126703010854,250127240010854,2008,72,97,185,2,MYFR,1,MYFR,10.0,8.0,10.0,0.0,0,1,1,,,2015-03-20 16:01:34,
313424883489998,249604502010854,250126691010854,250126703010854,250127311010854,2008,72,97,185,2,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424885489998,249604502010854,250126691010854,250126703010854,250127302010854,2008,72,97,185,2,PALA12,1,PALA12,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424888489998,249604502010854,250126691010854,250126703010854,250127231010854,2008,72,97,185,2,PLOB2,1,PLOB2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424890489998,249604502010854,250126691010854,250126703010854,250127241010854,2008,72,97,185,2,PSMO3,1,PSMO3,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424892489998,249604502010854,250126691010854,250126703010854,250127308010854,2008,72,97,185,2,RAAC,1,RAAC,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424893489998,249604502010854,250126691010854,250126703010854,250127238010854,2008,72,97,185,2,REUN,1,REUN,5.0,5.0,0.01,0.0,0,1,0,,,2015-03-20 16:01:34,
313424895489998,249604502010854,250126691010854,250126703010854,250127244010854,2008,72,97,185,2,SPCO7,1,SPCO7,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424896489998,249604502010854,250126691010854,250126703010854,250127304010854,2008,72,97,185,2,STEM3,1,STEM3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424897489998,249604502010854,250126691010854,250126703010854,250127230010854,2008,72,97,185,2,TAHE,1,TAHE,3.0,0.01,3.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424899489998,249604502010854,250126691010854,250126703010854,250127306010854,2008,72,97,185,2,TIUT,1,TIUT,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424857489998,249604502010854,250126691010854,250126705010854,250127242010854,2008,72,97,185,4,ANAC4,1,ANAC4,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424858489998,249604502010854,250126691010854,250126705010854,250127315010854,2008,72,97,185,4,BOSU2,1,BOSU2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424862489998,249604502010854,250126691010854,250126705010854,250127234010854,2008,72,97,185,4,CHNI2,1,CHNI2,0.01,0.01,0.0,0.0,1,0,1,,,2015-03-20 16:01:34,
313424865489998,249604502010854,250126691010854,250126705010854,250127232010854,2008,72,97,185,4,COMI,1,COMI,20.0,20.0,3.0,0.0,0,1,0,,,2015-03-20 16:01:34,
313424866489998,249604502010854,250126691010854,250126705010854,250127239010854,2008,72,97,185,4,CRDI8,1,CRDI8,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424868489998,249604502010854,250126691010854,250126705010854,250127235010854,2008,72,97,185,4,CRLU2,1,CRLU2,10.0,10.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424870489998,249604502010854,250126691010854,250126705010854,250127316010854,2008,72,97,185,4,EUPE8,1,EUPE8,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424872489998,249604502010854,250126691010854,250126705010854,250127312010854,2008,72,97,185,4,EXCA,1,EXCA,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424876489998,249604502010854,250126691010854,250126705010854,250127313010854,2008,72,97,185,4,HYTR,1,HYTR,2.0,2.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424878489998,249604502010854,250126691010854,250126705010854,250127236010854,2008,72,97,185,4,METO3,1,METO3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424880489998,249604502010854,250126691010854,250126705010854,250127301010854,2008,72,97,185,4,METO4,1,METO4,0.01,0.01,0.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424884489998,249604502010854,250126691010854,250126705010854,250127311010854,2008,72,97,185,4,OPRE2,1,OPRE2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424886489998,249604502010854,250126691010854,250126705010854,250127302010854,2008,72,97,185,4,PALA12,1,PALA12,2.0,2.0,0.0,0.0,1,1,1,,,2015-03-20 16:01:34,
313424887489998,249604502010854,250126691010854,250126705010854,250127314010854,2008,72,97,185,4,PHEP,1,PHEP,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424889489998,249604502010854,250126691010854,250126705010854,250127231010854,2008,72,97,185,4,PLOB2,1,PLOB2,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424891489998,249604502010854,250126691010854,250126705010854,250127241010854,2008,72,97,185,4,PSMO3,1,PSMO3,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424894489998,249604502010854,250126691010854,250126705010854,250127238010854,2008,72,97,185,4,REUN,1,REUN,1.0,1.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424898489998,249604502010854,250126691010854,250126705010854,250127230010854,2008,72,97,185,4,TAHE,1,TAHE,2.0,0.01,2.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424678489998,249604497010854,250126687010854,250126795010854,250127178010854,2008,72,97,189,2,ANAC4,1,ANAC4,0.01,0.01,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424679489998,249604497010854,250126687010854,250126795010854,250127189010854,2008,72,97,189,2,BOSU2,1,BOSU2,0.01,0.01,0.01,0.0,0,0,0,,,2015-03-20 16:01:34,
313424681489998,249604497010854,250126687010854,250126795010854,250127170010854,2008,72,97,189,2,BUSI,1,BUSI,1.0,0.0,1.0,0.01,0,0,0,,,2015-03-20 16:01:34,
313424683489998,249604497010854,250126687010854,250126795010854,250127177010854,2008,72,97,189,2,CHNI2,1,CHNI2,4.0,4.0,0.0,0.0,0,0,0,,,2015-03-20 16:01:34,
313424684489998,249604497010854,250126687010854,250126795010854,250127173010854,2008,72,97,189,2,COMI,1,COMI,8.0,5.0,8.0,0.0,0,0,1,,,2015-03-20 16:01:34,
313424694489998,249604497010854,250126687010854,250126795010854,250127179010854,2008,72,97,189,2,OPMO2,1,COMO8,1.0,1.0,0.0,0.0,0,1,0,,,2015-03-20 16:01:34,
