CN,PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,SUBP,CONDID,CREATED_DATE,MODIFIED_DATE,MICRCOND_PROP,SUBPCOND_PROP,MACRCOND_PROP,NONFR_INCL_PCT_SUBP,NONFR_INCL_PCT_MACRO,CYCLE,SUBCYCLE
1629287025290487,905377589290487,2022,72,1,151,10,3,1,2024-05-24 09:02:10,2024-12-18 10:50:12,1.0,1.0,,,,7,2
1629287026290487,905377589290487,2022,72,1,151,10,4,1,2024-05-24 09:02:10,2024-12-18 10:50:12,1.0,1.0,,,,7,2
1643042537290487,1237728585290487,2023,72,1,1,2,1,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042538290487,1237728585290487,2023,72,1,1,2,2,2,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042539290487,1237728585290487,2023,72,1,1,2,3,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042540290487,1237728585290487,2023,72,1,1,2,4,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042529290487,1237728583290487,2023,72,1,1,12,1,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042530290487,1237728583290487,2023,72,1,1,12,2,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042531290487,1237728583290487,2023,72,1,1,12,3,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042532290487,1237728583290487,2023,72,1,1,12,4,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042787290487,1237728635290487,2023,72,1,3,3,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042788290487,1237728635290487,2023,72,1,3,3,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042789290487,1237728635290487,2023,72,1,3,3,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042790290487,1237728635290487,2023,72,1,3,3,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042695290487,1237728612290487,2023,72,1,9,4,1,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042696290487,1237728612290487,2023,72,1,9,4,2,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042697290487,1237728612290487,2023,72,1,9,4,3,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042698290487,1237728612290487,2023,72,1,9,4,4,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042670290487,1237728606290487,2023,72,1,9,5,1,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042671290487,1237728606290487,2023,72,1,9,5,2,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042672290487,1237728606290487,2023,72,1,9,5,3,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042673290487,1237728606290487,2023,72,1,9,5,4,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042483290487,1237728576290487,2023,72,1,11,1,1,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042484290487,1237728576290487,2023,72,1,11,1,2,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042485290487,1237728576290487,2023,72,1,11,1,3,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042486290487,1237728576290487,2023,72,1,11,1,4,2,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042956290487,1237728665290487,2023,72,1,11,2,1,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042957290487,1237728665290487,2023,72,1,11,2,2,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042958290487,1237728665290487,2023,72,1,11,2,3,2,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042959290487,1237728665290487,2023,72,1,11,2,4,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042952290487,1237728664290487,2023,72,1,11,4,1,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042953290487,1237728664290487,2023,72,1,11,4,2,2,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042954290487,1237728664290487,2023,72,1,11,4,3,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042955290487,1237728664290487,2023,72,1,11,4,4,3,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043129290487,1237728692290487,2023,72,1,13,7,1,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043130290487,1237728692290487,2023,72,1,13,7,2,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043131290487,1237728692290487,2023,72,1,13,7,3,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043132290487,1237728692290487,2023,72,1,13,7,4,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042751290487,1237728626290487,2023,72,1,13,8,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042752290487,1237728626290487,2023,72,1,13,8,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042753290487,1237728626290487,2023,72,1,13,8,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042754290487,1237728626290487,2023,72,1,13,8,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042853290487,1237728651290487,2023,72,1,13,9,1,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042854290487,1237728651290487,2023,72,1,13,9,2,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042855290487,1237728651290487,2023,72,1,13,9,3,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042856290487,1237728651290487,2023,72,1,13,9,4,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042715290487,1237728617290487,2023,72,1,13,11,1,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042716290487,1237728617290487,2023,72,1,13,11,2,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042717290487,1237728617290487,2023,72,1,13,11,3,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042718290487,1237728617290487,2023,72,1,13,11,4,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042767290487,1237728630290487,2023,72,1,13,14,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042768290487,1237728630290487,2023,72,1,13,14,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042769290487,1237728630290487,2023,72,1,13,14,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042770290487,1237728630290487,2023,72,1,13,14,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042803290487,1237728639290487,2023,72,1,13,16,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042804290487,1237728639290487,2023,72,1,13,16,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042805290487,1237728639290487,2023,72,1,13,16,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042806290487,1237728639290487,2023,72,1,13,16,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042783290487,1237728634290487,2023,72,1,13,17,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042784290487,1237728634290487,2023,72,1,13,17,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042785290487,1237728634290487,2023,72,1,13,17,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042786290487,1237728634290487,2023,72,1,13,17,4,2,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042711290487,1237728616290487,2023,72,1,13,18,1,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042712290487,1237728616290487,2023,72,1,13,18,2,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042713290487,1237728616290487,2023,72,1,13,18,3,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042714290487,1237728616290487,2023,72,1,13,18,4,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050461290487,1237728556290487,2023,72,1,15,1,1,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050462290487,1237728556290487,2023,72,1,15,1,2,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050463290487,1237728556290487,2023,72,1,15,1,3,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050464290487,1237728556290487,2023,72,1,15,1,4,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1643041940290487,1237728522290487,2023,72,1,15,2,1,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643041941290487,1237728522290487,2023,72,1,15,2,2,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643041942290487,1237728522290487,2023,72,1,15,2,3,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643041943290487,1237728522290487,2023,72,1,15,2,4,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042755290487,1237728627290487,2023,72,1,17,1,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042756290487,1237728627290487,2023,72,1,17,1,2,2,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042757290487,1237728627290487,2023,72,1,17,1,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042758290487,1237728627290487,2023,72,1,17,1,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042525290487,1237728582290487,2023,72,1,19,1,1,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042526290487,1237728582290487,2023,72,1,19,1,2,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042527290487,1237728582290487,2023,72,1,19,1,3,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042528290487,1237728582290487,2023,72,1,19,1,4,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042521290487,1237728581290487,2023,72,1,19,4,1,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042522290487,1237728581290487,2023,72,1,19,4,2,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042523290487,1237728581290487,2023,72,1,19,4,3,2,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042524290487,1237728581290487,2023,72,1,19,4,4,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042932290487,1237728659290487,2023,72,1,21,2,1,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042933290487,1237728659290487,2023,72,1,21,2,2,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042934290487,1237728659290487,2023,72,1,21,2,3,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042935290487,1237728659290487,2023,72,1,21,2,4,1,2024-07-08 09:40:37,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042829290487,1237728645290487,2023,72,1,21,4,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042830290487,1237728645290487,2023,72,1,21,4,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042831290487,1237728645290487,2023,72,1,21,4,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042832290487,1237728645290487,2023,72,1,21,4,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042775290487,1237728632290487,2023,72,1,21,5,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042776290487,1237728632290487,2023,72,1,21,5,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042777290487,1237728632290487,2023,72,1,21,5,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042778290487,1237728632290487,2023,72,1,21,5,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042771290487,1237728631290487,2023,72,1,21,7,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042772290487,1237728631290487,2023,72,1,21,7,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042773290487,1237728631290487,2023,72,1,21,7,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042774290487,1237728631290487,2023,72,1,21,7,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042080290487,1237728539290487,2023,72,1,23,2,1,1,2024-07-08 09:40:32,2025-01-16 07:45:15,0.0,0.591479,,,,7,3
1643042081290487,1237728539290487,2023,72,1,23,2,1,2,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,0.408521,,,,7,3
1643042082290487,1237728539290487,2023,72,1,23,2,2,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042083290487,1237728539290487,2023,72,1,23,2,3,2,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042084290487,1237728539290487,2023,72,1,23,2,4,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050405290487,1237728540290487,2023,72,1,23,3,1,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050406290487,1237728540290487,2023,72,1,23,3,2,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050407290487,1237728540290487,2023,72,1,23,3,3,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050408290487,1237728540290487,2023,72,1,23,3,4,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050401290487,1237728538290487,2023,72,1,23,4,1,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050402290487,1237728538290487,2023,72,1,23,4,2,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050403290487,1237728538290487,2023,72,1,23,4,3,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050404290487,1237728538290487,2023,72,1,23,4,4,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050573290487,1237728679290487,2023,72,1,23,8,1,1,2024-08-16 07:04:24,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050574290487,1237728679290487,2023,72,1,23,8,2,1,2024-08-16 07:04:24,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050575290487,1237728679290487,2023,72,1,23,8,3,1,2024-08-16 07:04:24,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050576290487,1237728679290487,2023,72,1,23,8,4,1,2024-08-16 07:04:24,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050361290487,1237728518290487,2023,72,1,23,9,1,1,2024-08-16 07:04:22,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050362290487,1237728518290487,2023,72,1,23,9,2,1,2024-08-16 07:04:22,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050363290487,1237728518290487,2023,72,1,23,9,3,1,2024-08-16 07:04:22,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050364290487,1237728518290487,2023,72,1,23,9,4,1,2024-08-16 07:04:22,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1643041872290487,1237728512290487,2023,72,1,23,10,1,1,2024-07-08 09:40:31,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643041873290487,1237728512290487,2023,72,1,23,10,2,2,2024-07-08 09:40:31,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643041874290487,1237728512290487,2023,72,1,23,10,3,1,2024-07-08 09:40:31,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643041875290487,1237728512290487,2023,72,1,23,10,4,1,2024-07-08 09:40:31,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050465290487,1237728557290487,2023,72,1,23,12,1,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050466290487,1237728557290487,2023,72,1,23,12,2,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050467290487,1237728557290487,2023,72,1,23,12,3,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050468290487,1237728557290487,2023,72,1,23,12,4,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1643043057290487,1237728683290487,2023,72,1,23,14,1,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043058290487,1237728683290487,2023,72,1,23,14,2,2,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043059290487,1237728683290487,2023,72,1,23,14,3,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043060290487,1237728683290487,2023,72,1,23,14,4,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050469290487,1237728558290487,2023,72,1,23,21,1,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050470290487,1237728558290487,2023,72,1,23,21,2,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050471290487,1237728558290487,2023,72,1,23,21,3,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050472290487,1237728558290487,2023,72,1,23,21,4,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050373290487,1237728523290487,2023,72,1,23,22,1,1,2024-08-16 07:04:22,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050374290487,1237728523290487,2023,72,1,23,22,2,1,2024-08-16 07:04:22,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050375290487,1237728523290487,2023,72,1,23,22,3,1,2024-08-16 07:04:22,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050376290487,1237728523290487,2023,72,1,23,22,4,1,2024-08-16 07:04:22,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050541290487,1237728600290487,2023,72,1,23,23,1,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050542290487,1237728600290487,2023,72,1,23,23,2,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050543290487,1237728600290487,2023,72,1,23,23,3,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1670050544290487,1237728600290487,2023,72,1,23,23,4,1,2024-08-16 07:04:23,2025-01-16 07:45:14,1.0,1.0,,,,7,3
1643042098290487,1237728541290487,2023,72,1,23,24,1,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042099290487,1237728541290487,2023,72,1,23,24,2,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042100290487,1237728541290487,2023,72,1,23,24,3,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042101290487,1237728541290487,2023,72,1,23,24,4,1,2024-07-08 09:40:32,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042563290487,1237728589290487,2023,72,1,25,1,1,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042564290487,1237728589290487,2023,72,1,25,1,2,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042565290487,1237728589290487,2023,72,1,25,1,3,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042566290487,1237728589290487,2023,72,1,25,1,4,1,2024-07-08 09:40:34,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042662290487,1237728604290487,2023,72,1,25,2,1,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042663290487,1237728604290487,2023,72,1,25,2,2,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042664290487,1237728604290487,2023,72,1,25,2,3,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042665290487,1237728604290487,2023,72,1,25,2,4,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042567290487,1237728590290487,2023,72,1,25,4,1,1,2024-07-08 09:40:34,2025-01-21 16:07:51,1.0,1.0,,,,7,3
1643042568290487,1237728590290487,2023,72,1,25,4,2,1,2024-07-08 09:40:34,2025-01-21 16:07:51,1.0,1.0,,,,7,3
1643042569290487,1237728590290487,2023,72,1,25,4,3,2,2024-07-08 09:40:34,2025-01-21 16:07:51,1.0,1.0,,,,7,3
1643042570290487,1237728590290487,2023,72,1,25,4,4,2,2024-07-08 09:40:34,2025-01-21 16:07:51,1.0,1.0,,,,7,3
1643043125290487,1237728691290487,2023,72,1,27,4,1,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043126290487,1237728691290487,2023,72,1,27,4,2,2,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043127290487,1237728691290487,2023,72,1,27,4,3,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643043128290487,1237728691290487,2023,72,1,27,4,4,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042739290487,1237728623290487,2023,72,1,27,5,1,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042740290487,1237728623290487,2023,72,1,27,5,2,2,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042741290487,1237728623290487,2023,72,1,27,5,3,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042742290487,1237728623290487,2023,72,1,27,5,4,1,2024-07-08 09:40:35,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042820290487,1237728643290487,2023,72,1,27,6,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042821290487,1237728643290487,2023,72,1,27,6,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042822290487,1237728643290487,2023,72,1,27,6,3,2,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042823290487,1237728643290487,2023,72,1,27,6,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,0.395407,0.639505,,,,7,3
1643042824290487,1237728643290487,2023,72,1,27,6,4,3,2024-07-08 09:40:36,2025-01-16 07:45:15,0.604593,0.360495,,,,7,3
1643042799290487,1237728638290487,2023,72,1,27,7,1,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042800290487,1237728638290487,2023,72,1,27,7,2,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042801290487,1237728638290487,2023,72,1,27,7,3,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042802290487,1237728638290487,2023,72,1,27,7,4,1,2024-07-08 09:40:36,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042993290487,1237728674290487,2023,72,1,29,5,1,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,0.94661,,,,7,3
1643042994290487,1237728674290487,2023,72,1,29,5,1,2,2024-07-08 09:40:38,2025-01-16 07:45:15,0.0,0.05339,,,,7,3
1643042995290487,1237728674290487,2023,72,1,29,5,2,3,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042996290487,1237728674290487,2023,72,1,29,5,3,3,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042997290487,1237728674290487,2023,72,1,29,5,4,1,2024-07-08 09:40:38,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042457290487,1237728570290487,2023,72,1,29,6,1,1,2024-07-08 09:40:33,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042458290487,1237728570290487,2023,72,1,29,6,2,1,2024-07-08 09:40:33,2025-01-16 07:45:15,1.0,0.960392,,,,7,3
1643042459290487,1237728570290487,2023,72,1,29,6,2,2,2024-07-08 09:40:33,2025-01-16 07:45:15,0.0,0.039608,,,,7,3
1643042460290487,1237728570290487,2023,72,1,29,6,3,3,2024-07-08 09:40:33,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643042461290487,1237728570290487,2023,72,1,29,6,4,1,2024-07-08 09:40:33,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643041859290487,1237728509290487,2023,72,1,35,6,1,1,2024-07-08 09:40:31,2025-01-16 07:45:15,1.0,0.912156,,,,7,3
1643041860290487,1237728509290487,2023,72,1,35,6,1,2,2024-07-08 09:40:31,2025-01-16 07:45:15,0.0,0.087844,,,,7,3
1643041861290487,1237728509290487,2023,72,1,35,6,2,1,2024-07-08 09:40:31,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643041862290487,1237728509290487,2023,72,1,35,6,3,1,2024-07-08 09:40:31,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1643041863290487,1237728509290487,2023,72,1,35,6,4,2,2024-07-08 09:40:31,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050557290487,1237728657290487,2023,72,1,37,2,1,1,2024-08-16 07:04:23,2025-01-16 07:45:15,1.0,1.0,,,,7,3
1670050558290487,1237728657290487,2023,72,1,37,2,2,1,2024-08-16 07:04:23,2025-01-16 07:45:15,1.0,1.0,,,,7,3
